bathrooms,bedrooms,desc,living_rooms,postcode,price,property_type,town_city
4,4,"*short let* A recently refurbished former Royal building located in Richmond’s Old Deer Park, nine miles from Central London. Available on a Short let basis. This historic Grade I listed ...",3,TW9,"50,000",detached house,Richmond
13,13,Luxury retreat in the British countryside - available for short term lets. Price varies depending on length of tenancy and requirements Description available for short term lets Several ...,7,SL6,"50,000",detached house,Buckinghamshire
12,12,"For friends and families looking for the ultimate country bolthole, Hedsor House sits majestically on top of the beautiful Thames Valley, just 15 miles from London Heathrow Airport and 30 ...",,SL6,"50,000",detached house,Maidenhead
8,8,"Now Available Fantastic Brand New Renovated Eight Bedroom Detached Gated House, with Two Studio Apartments in Holland Villas Road, W14. A rare opportunity to rent a newly renovated ...",5,W14,"49,833",terraced house,London
6,7,"Double fronted detached villa with extensive 87ft landscaped garden and lawn. Well appointed over four floors, offering multiple living and entertaining spaces and boasting a double garage ...",4,W14,"49,833",property,London
4,4,We are proud to offer this spectacular custom interior designed four bedroom split level penthouse apartment which is located inside a secure portered building with secure off street parking. ...,2,NW8,"47,667",flat,London
5,4,Long let. Set in beautiful landscaped grounds this striking four bedroom chapel conversion offers the ultimate in bespoke and handcrafted interiors with a breathtaking full height living ...,1,NW7,"47,667",property,London
5,5,An exceptional five bedroom apartment positioned on the first and second floor of this period redbrick building. The first floor comprises the principal bedroom with dressing room and en ...,1,SW1X,"47,450",flat,London
7,10,"Zero deposit available. Long let. This impressive ten bedroom gated family house in the heart of Hampstead is presented over three floors and boasts five luxury reception rooms, four ...",4,NW3,"41,167",property,London
4,6,"*video tour available *.A 6 bedroom ambassadorial family house which has been refurbished to the highest of standards with entrance in Oak Hill Park, private terrace and garden, sound ...",4,NW3,"41,167",detached house,London
6,6,"Short let. Set just off Belgrave Square this beautiful 6 bedroom house offers bespoke and stylish interiors over 6 floors with gorgeous reception rooms, private lift and en-suites to all ...",4,SW1X,"41,167",end terrace house,London
5,7,Joint sole agent We are proud to present to the market this wonderful newly refurbished detached house built by William Willet in 1902-3 . This magnificent Edwardian family residence offering ...,4,NW3,"41,167",property,London
2,2,A spectacular newly refurbished interconnecting flat. This two bedroom apartment on Cadogan Square has been refurbished to the highest specification. The apartment is split over two floors ...,1,SW1X,"40,950",property,London
5,4,"One of Mayfair's finest and rarest penthouse residences. The lift takes you up to the third floor where you will find the penthouse, which is split over our third and fourth floors and boasts ...",1,W1K,"40,517",flat,London
5,7,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,W2,"40,429",flat,London
5,4,"An Expansive Newly Redecorated Four Double Bedrooms, Five Bathrooms Duplex Apartment (Internal Lift To Both Floors), With Swimming Pool And Spa, Spanning 5,921 Sq Ft (550 Sq M) And Directly ...",,W1K,"40,083",flat,London
4,4,"An impressive apartment set in this beautiful Georgian portered building on Park Lane, with 99 being one of the The Lane’s original buildings, located opposite Hyde Park, and offering 5921 sq ...",,W1K,"40,001",flat,London
5,4,"An immaculate apartment of 5,921 square feet in a period portered building on Park Lane with views overlooking Hyde Park. This contemporary home has been refurbished to an excellent standard ...",3,W1K,"40,000",flat,London
6,4,"A very large and immaculate apartment of 5,921 square feet set within a Grade II listed building with Parking and views of Hyde Park This luxurious property has been refurbished to an ...",2,W1K,"40,001",flat,London
2,2,"The bright and airy two-bedroom William and Kate Residence features striking copper and gold touches throughout, including modern Murano glass light fixtures and an antique mirror wall. The ...",1,W8,POA,flat,London
5,7,"A 7 bedroom ambassadorial family house which has been refurbished to the highest of standards benefiting from off street parking for 4 cars with entrance in Oak Hill Park, heated swimming ...",3,NW3,"39,000",detached house,London
12,12,** online tour available ** A spectacular ambassadorial mansion which was recently refurbished offers fantastic accommodation for a large family and includes separate staff and guest quarters. The site is divided into three properties and set in ...,5,NW3,"39,000",property,London
4,5,Stunning 5 bedroom 4 bathroom end of terrace house. Over 585sqm over 7 floors. Furnished to the highest standard possible. Ready to be lived in. Situated in the heart of Knightsbridge within ...,3,SW1X,"39,000",end terrace house,London
6,5,"Beautiful Grade II listed town house perfectly located opposite Hyde Park in one of London's most high profile and sought after locations. The house is an impressive 7,000 sq ft arranged over ...",2,SW7,"39,000",property,London
2,2,Excellent two double bedroom apartment in this prestigious and portered mansion block. The property is located just a stones throw away from Oxford street and Hyde Park. Accommodation ...,1,W1K,"39,000",flat,London
4,5,"Available Mid April stunning 5/6 bedroom, 4 bathroom end-of-terrace house.Over 6,300sq feet across. Luxury leisure facilities including 15m indoor swimming pool, gym. Private parking and ...",4,SW7,"39,000",detached house,London
5,4,"An exceptional duplex apartment extending to a sum of 4,500 sqft over just two floors, featuring large informal reception rooms and a wonderful turning staircase. The apartment provides both ...",3,SW1X,"39,000",flat,London
3,4,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,W8,"38,922",town house,London
4,4,This exceptional 5471 sq ft penthouse apartment offers an outstanding roof garden with a Jacuzzi and is set within a small newly constructed portered development on The Bishops Avenue. The ...,3,N2,"43,333",flat,London
5,5,"Enviably located in the very epicentre of Knightsbridge, this exceptional five-bedroom duplex penthouse boasts exceptional entertaining space and has been recently refurbished to the highest ...",3,SW3,"43,333",flat,London
5,7,An imposing double fronted ambassadorial style gated and detached house offering over nearly 7500sq' ? And occupying an elevated position on this prestigious road in Hampstead. This ...,4,NW3,"43,333",property,London
3,3,A stunning three bedroom triplex apartment located directly opposite Buckingham Palace and moments from St James Park. This beautiful apartment is spread over two floors and over two ...,3,SW1E,"43,333",flat,London
8,6,"Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video ...",2,NW8,"43,333",detached house,London
12,12,Short let. Grade II listed home dating back to circa 1580 set in around 49 acres. Hurst is a highly desirable village just 2 miles from Twyford where there is a railway station with direct ...,9,RG10,"43,333",property,Reading
3,3,"Outstanding Newly Developed Three Double Bedroom, Three Bathroom Luxury Suite, With Excellent Views Over Mayfair & Hyde Park, Located In This Secure Portered Building. Spanning Approximately ...",,W1K,"43,333",flat,London
5,5,"A stunning and truly remarkable 5 bedroom sub-penthouse apartment directly overlooking Hyde Park. At over 3,500sqft, this apartment has been finished to the very highest specifications. ...",3,SW1X,"43,333",flat,London
4,4,"An exceptionally large three bedroom apartment (3,786 sq ft / 352 sq m) located on the first floor of a highly regarded residential development between Kensington and Knightsbridge directly ...",1,W8,"43,225",flat,London
7,7,"A stunning and newly renovated ambassadorial home set around this lovely garden square in the heart of South Kensington. Finished to the highest degree, this amazing house offers ample space ...",5,SW7,"43,117",terraced house,London
6,5,"A neoclassical, Grade I listed terrace house with panoramic views over Regent's Park, designed by Royal British architect John Nash. Location Cumberland Terrace is steeped in history and ...",5,NW1,"43,117",terraced house,London
5,5,A sophisticated Grade I listed family home is available to rent through Knight Frank Regents Park and St John's Wood NW1 and NW8. This large imposing family home has recently gone through ...,6,NW1,"43,117",detached house,London
7,7,"Newly redeveloped by Yek and lam to create an extremely light and spacious home. Arranged over six floors, this superb property has a wonderful staircase and a series of beautifully ...",6,SW7,"43,117",terraced house,London
